city,period,month,year,product,price,share,weight,calories,sugar,protein,distance,diesel
1,11,11,1,3,1.42419182441633,0.184473968460225,150,100,0,15,1.44771765113152,2.93790777715663
1,11,11,1,4,1.10995927527039,0.214762821575341,170,150,11,5,2.20387982894988,2.93790777715663
1,12,12,1,1,0.786788026695113,0.132396101777869,170,150,13,6,1.73992153914294,2.83294907665041
1,12,12,1,2,1.37139851618255,0.166236457470572,150,80,0,14,1.73391475159232,2.83294907665041
1,12,12,1,4,0.855190298406508,0.171290585562307,170,150,11,5,1.40144404041652,2.83294907665041
1,12,12,1,5,0.475853049186312,0.118040647577161,113,90,8,4,0.992792953462845,2.83294907665041
1,13,1,2,1,0.825209327546596,0.160528015472723,170,150,13,6,1.23167619924865,4.28673987125439
1,13,1,2,2,1.40281567965954,0.169041049529736,150,80,0,14,1.30384918730146,4.28673987125439
1,13,1,2,4,0.895886020192714,0.116172204106807,170,150,11,5,1.66961676007153,4.28673987125439
1,13,1,2,5,0.486295321909191,0.147912887640023,113,90,8,4,0.952697326965059,4.28673987125439
1,14,2,2,1,0.826142092105494,0.205680021137451,170,150,13,6,0.965135513333554,3.26719991084216
1,14,2,2,3,1.33685737956467,0.169351993265266,150,100,0,15,1.02172973862695,3.26719991084216
1,14,2,2,5,0.508413708324809,0.145648604226035,113,90,8,4,1.96115542817898,3.26719991084216
1,15,3,2,2,1.09672879663556,0.142964087022959,150,80,0,14,1.549364084435,4.12845843276072
1,15,3,2,3,1.12718721094019,0.144980243764721,150,100,0,15,1.45776428241515,4.12845843276072
1,15,3,2,4,0.865807156782041,0.178865792895842,170,150,11,5,1.44871464723712,4.12845843276072
1,15,3,2,5,0.589022003215452,0.17131285578051,113,90,8,4,1.45265074179996,4.12845843276072
1,16,4,2,1,0.782602027211138,0.177625094842951,170,150,13,6,0.906876974772335,3.84044148243161
1,16,4,2,3,1.35494687716514,0.1640817226436,150,100,0,15,1.60879919421217,3.84044148243161
1,16,4,2,4,0.804565296486078,0.128320814853954,170,150,11,5,1.74935701064939,3.84044148243161
1,16,4,2,5,0.485073224636801,0.129119312185809,113,90,8,4,0.860519309627735,3.84044148243161
1,17,5,2,1,0.926893763978871,0.222526442482219,170,150,13,6,0.945894764707771,2.88178708899634
1,17,5,2,2,1.10396615734457,0.148825539120436,150,80,0,14,1.63264025671594,2.88178708899634
1,17,5,2,3,1.04566321099028,0.16673558802153,150,100,0,15,1.49311119271486,2.88178708899634
1,17,5,2,4,0.929804746973067,0.0986140369052413,170,150,11,5,3.45461318949614,2.88178708899634
1,18,6,2,1,0.877306377622154,0.207854241167042,170,150,13,6,1.57691175370629,3.10272824890329
1,18,6,2,2,1.11047422526321,0.161160349974918,150,80,0,14,1.79479640267616,3.10272824890329
1,18,6,2,3,1.03918242359396,0.157750568775421,150,100,0,15,1.09806290553946,3.10272824890329
1,18,6,2,5,0.529385998061621,0.143126961153089,113,90,8,4,2.00781905714155,3.10272824890329
1,19,7,2,1,1.11222790276303,0.186576434940915,170,150,13,6,2.41656806381091,4.08873371265362
1,19,7,2,2,1.46393701533018,0.169004840148197,150,80,0,14,1.44430104121694,4.08873371265362
1,20,8,2,2,1.14098208746037,0.150761200955226,150,80,0,14,1.25640661803239,3.79113507552382
1,20,8,2,3,1.12481700965512,0.143163192551231,150,100,0,15,1.12300356734586,3.79113507552382
1,20,8,2,4,0.967694491857331,0.178410867171226,170,150,11,5,1.9421776515848,3.79113507552382
1,20,8,2,5,0.574603338881203,0.171937171115529,113,90,8,4,1.79162460544744,3.79113507552382
1,21,9,2,1,0.83094425910245,0.170053009844344,170,150,13,6,1.6060520585265,4.10918018234287
1,21,9,2,5,0.548417409778511,0.180539590824648,113,90,8,4,1.45083100395482,4.10918018234287
1,22,10,2,1,0.830566946431706,0.207578479651639,170,150,13,6,1.08203443494577,3.88561728319433
1,22,10,2,2,1.46343281110085,0.167000551684218,150,80,0,14,1.3236803697128,3.88561728319433
1,22,10,2,4,0.89542580988928,0.10898900504516,170,150,11,5,1.83116646405564,3.88561728319433
1,22,10,2,5,0.499153379657182,0.129620974912322,113,90,8,4,1.64913989404724,3.88561728319433
1,23,11,2,2,1.13135746040575,0.172491458420734,150,80,0,14,1.6738689862909,2.93790777715663
1,23,11,2,3,1.05567483999252,0.159114207556032,150,100,0,15,1.43771015186494,2.93790777715663
1,23,11,2,5,0.819243729389539,0.240742059877398,113,90,8,4,1.07861156653093,2.93790777715663
1,24,12,2,2,1.05633307570124,0.168928990626918,150,80,0,14,1.19438045003732,2.83294907665041
1,24,12,2,3,1.07312452968527,0.144633228228225,150,100,0,15,2.66060782227017,2.83294907665041
1,24,12,2,4,0.900549469387396,0.189960727435248,170,150,11,5,1.45265279274025,2.83294907665041
1,24,12,2,5,0.5480913262926,0.176695697483807,113,90,8,4,1.40509066196394,2.83294907665041
1,25,1,3,1,0.884741281709345,0.186624944694514,170,150,13,6,1.43286488874932,4.28673987125439
1,25,1,3,2,1.66046910709078,0.0320121365303533,150,80,0,14,4.89682676445653,4.28673987125439
1,25,1,3,3,1.28518856757387,0.182247467929532,150,100,0,15,1.60036240025723,4.28673987125439
1,25,1,3,4,0.913618494110515,0.16636115244878,170,150,11,5,1.30229306287613,4.28673987125439
1,26,2,3,3,1.34230485464137,0.17721001998567,150,100,0,15,1.24386950987339,3.26719991084216
1,26,2,3,5,0.659013660601904,0.172515535463652,113,90,8,4,0.831764250121777,3.26719991084216
1,27,3,3,3,1.36036218717316,0.171359841002454,150,100,0,15,1.1557233161224,4.12845843276072
1,27,3,3,4,0.885168969631336,0.206392268083194,170,150,11,5,1.21950532278336,4.12845843276072
1,27,3,3,5,0.559244268199631,0.162051026335416,113,90,8,4,1.21351129090522,4.12845843276072
1,28,4,3,1,0.924830313625408,0.206284873755866,170,150,13,6,1.72918185723197,3.84044148243161
1,28,4,3,3,1.45547132712777,0.153300589051875,150,100,0,15,1.69255797908726,3.84044148243161
1,28,4,3,4,0.911220722104088,0.141381105995604,170,150,11,5,1.63918040410272,3.84044148243161
1,29,5,3,1,0.812013228706483,0.179462420611013,170,150,13,6,1.68896420959072,2.88178708899634
1,29,5,3,2,1.15223558507645,0.171680902153084,150,80,0,14,1.39655049566649,2.88178708899634
1,29,5,3,3,1.29114952996564,0.108273159510022,150,100,0,15,3.79507673398994,2.88178708899634
1,29,5,3,5,0.526071220909393,0.191306885849077,113,90,8,4,0.76924969022523,2.88178708899634
1,30,6,3,1,0.82971935918149,0.163180348337868,170,150,13,6,1.49840976186504,3.10272824890329
1,30,6,3,2,1.01710624050277,0.179863624519472,150,80,0,14,1.27885630175285,3.10272824890329
1,30,6,3,3,1.11175141424402,0.168373091835965,150,100,0,15,1.44445297480943,3.10272824890329
1,30,6,3,5,0.538334774318088,0.205633795209348,113,90,8,4,1.15178834769293,3.10272824890329
1,31,7,3,1,0.914983851351996,0.155802719907963,170,150,13,6,1.91576777267948,4.08873371265362
1,31,7,3,2,1.15546607651703,0.161659158318277,150,80,0,14,1.43729440832526,4.08873371265362
1,31,7,3,3,1.06936735843136,0.127064461783529,150,100,0,15,1.5065389570745,4.08873371265362
1,31,7,3,5,0.523965818549924,0.171896561479016,113,90,8,4,0.855103375229539,4.08873371265362
1,32,8,3,1,0.835797103254152,0.146906914906652,170,150,13,6,1.81313928904969,3.79113507552382
1,32,8,3,3,1.4242707018987,0.191108634284616,150,100,0,15,1.09058381591776,3.79113507552382
1,32,8,3,4,0.855278131819346,0.124051756320283,170,150,11,5,1.4140094169269,3.79113507552382
1,32,8,3,5,0.517575420999481,0.166154074359845,113,90,8,4,1.20956627512105,3.79113507552382
1,33,9,3,1,0.915614138574737,0.179156891346395,170,150,13,6,0.979707738598873,4.10918018234287
1,33,9,3,2,1.12288711120824,0.179916945597279,150,80,0,14,1.55031751115672,4.10918018234287
1,33,9,3,3,1.00153796069874,0.14082709017628,150,100,0,15,1.07421838848853,4.10918018234287
1,33,9,3,5,0.592504287400524,0.0957238222656052,113,90,8,4,4.03602421730783,4.10918018234287
1,34,10,3,1,1.11375882176779,0.215478398905502,170,150,13,6,1.37992101282021,3.88561728319433
1,34,10,3,2,1.10754039902262,0.17403985137613,150,80,0,14,1.29732066974772,3.88561728319433
1,34,10,3,3,1.11657204381816,0.150452436617149,150,100,0,15,1.79092568273782,3.88561728319433
1,35,11,3,1,0.775531048796223,0.171986655958091,170,150,13,6,0.935254368446461,2.93790777715663
1,35,11,3,2,1.16235564428671,0.170150194262682,150,80,0,14,1.92508922995327,2.93790777715663
1,35,11,3,3,1.09014081981032,0.153741764838274,150,100,0,15,1.56975357056922,2.93790777715663
1,35,11,3,4,0.854901348601889,0.148371695704283,170,150,11,5,1.33761566087379,2.93790777715663
1,35,11,3,5,0.487127002953875,0.144827362344795,113,90,8,4,1.07314947685103,2.93790777715663
1,36,12,3,1,0.859062048713337,0.200920398952765,170,150,13,6,1.05876364030874,2.83294907665041
1,36,12,3,2,1.41102904891802,0.176195684569044,150,80,0,14,1.21940725739919,2.83294907665041
1,36,12,3,5,0.498810068141282,0.138249011793691,113,90,8,4,1.29745357695554,2.83294907665041
1,37,1,4,1,0.904455124932623,0.220054888365802,170,150,13,6,0.951906872807504,4.28673987125439
1,37,1,4,2,1.24987418067708,0.12892164953423,150,80,0,14,2.08119452984393,4.28673987125439
1,37,1,4,3,1.20416383661893,0.140906204856603,150,100,0,15,2.24212110201851,4.28673987125439
1,37,1,4,5,0.528509882136587,0.131941237091486,113,90,8,4,1.52981067609279,4.28673987125439
1,38,2,4,1,0.809931315087176,0.1786286925866,170,150,13,6,1.07929543077883,3.26719991084216
1,38,2,4,2,1.19913364320995,0.0971571424375921,150,80,0,14,2.69993104835738,3.26719991084216
1,38,2,4,3,1.11606309681033,0.174996962458685,150,100,0,15,1.17980191175019,3.26719991084216
1,38,2,4,4,0.89626682967717,0.196614496626225,170,150,11,5,1.3078992226324,3.26719991084216
1,39,3,4,1,0.885951188036846,0.180575122608776,170,150,13,6,0.942851821255913,4.12845843276072
1,39,3,4,3,1.40320256366453,0.152600980119804,150,100,0,15,1.52184247055931,4.12845843276072
1,39,3,4,4,0.878023082779211,0.176355106036273,170,150,11,5,1.38540071064103,4.12845843276072
1,40,4,4,1,0.863470790809515,0.185164778090001,170,150,13,6,1.47591239588528,3.84044148243161
1,40,4,4,2,1.1355437819588,0.173363957999121,150,80,0,14,1.43151308338796,3.84044148243161
1,40,4,4,3,1.05831754548199,0.147575090886124,150,100,0,15,0.977188814567754,3.84044148243161
1,40,4,4,5,0.530330557197452,0.167083312875686,113,90,8,4,0.817277300762275,3.84044148243161
1,41,5,4,1,1.04528853803197,0.125790254595416,170,150,13,6,5.48122243093451,2.88178708899634
1,41,5,4,3,1.5337372860443,0.153153528468346,150,100,0,15,3.47736975723303,2.88178708899634
1,41,5,4,5,0.549270351528687,0.195678561928921,113,90,8,4,1.58919810500332,2.88178708899634
1,42,6,4,1,0.733807940291153,0.128413330752922,170,150,13,6,1.01386678706874,3.10272824890329
1,42,6,4,3,1.36735502668918,0.174830743501757,150,100,0,15,1.07881073809495,3.10272824890329
1,42,6,4,4,0.799120895730396,0.151960896513597,170,150,11,5,1.39357014646315,3.10272824890329
1,42,6,4,5,0.505157006462968,0.168109812377243,113,90,8,4,1.06977286639907,3.10272824890329
1,43,7,4,1,0.827753393925376,0.176132307692517,170,150,13,6,1.21570733991855,4.08873371265362
1,43,7,4,2,1.16236325000736,0.141966969541189,150,80,0,14,1.52793106847383,4.08873371265362
1,43,7,4,3,1.03492135514304,0.137467425445157,150,100,0,15,1.30011461030278,4.08873371265362
1,43,7,4,5,0.527588836618311,0.175644317901648,113,90,8,4,1.33038196645774,4.08873371265362
1,44,8,4,1,0.788491797478181,0.174165433035097,170,150,13,6,0.873120862471167,3.79113507552382
1,44,8,4,2,1.27327449164615,0.175920580001183,150,80,0,14,1.32635686042292,3.79113507552382
1,44,8,4,3,1.44790145445337,0.0599638853674783,150,100,0,15,4.57212147675077,3.79113507552382
1,44,8,4,4,0.841208546030185,0.143320063884233,170,150,11,5,1.44482560748872,3.79113507552382
1,44,8,4,5,0.474613009938061,0.122630783958102,113,90,8,4,1.0460498327693,3.79113507552382
1,45,9,4,4,1.10323452373995,0.200427960277469,170,150,11,5,1.74849728858817,4.10918018234287
1,46,10,4,1,0.971428850336241,0.0771903238913648,170,150,13,6,3.98510913189747,3.88561728319433
1,46,10,4,2,1.35088215664009,0.0942560757181928,150,80,0,14,3.56960349920099,3.88561728319433
1,46,10,4,3,1.13140782933478,0.188189117028973,150,100,0,15,1.05885768974935,3.88561728319433
1,46,10,4,4,0.863522199014986,0.164326218162001,170,150,11,5,1.56627425663361,3.88561728319433
1,46,10,4,5,0.536525692613191,0.197766143939784,113,90,8,4,0.988301471814194,3.88561728319433
1,47,11,4,1,0.778974057598222,0.20247498123426,170,150,13,6,1.26024388217887,2.93790777715663
1,47,11,4,2,1.15786716300082,0.144922988032465,150,80,0,14,2.14324536922896,2.93790777715663
1,47,11,4,3,1.08459219275379,0.176243251906992,150,100,0,15,1.85607642593654,2.93790777715663
1,47,11,4,4,0.885672301478277,0.0938078414702275,170,150,11,5,2.42140248503351,2.93790777715663
1,47,11,4,5,0.480943218500426,0.155212191500181,113,90,8,4,0.902665570190923,2.93790777715663
1,48,12,4,1,0.833062972240462,0.141716735599332,170,150,13,6,1.68096826282845,2.83294907665041
1,48,12,4,2,1.43217948034441,0.197013209193879,150,80,0,14,1.53743599463642,2.83294907665041
1,48,12,4,4,0.980943764853961,0.09863998509642,170,150,11,5,2.27064379144584,2.83294907665041
1,48,12,4,5,0.47190638864667,0.123807890427165,113,90,8,4,0.85949250532832,2.83294907665041
1,49,1,5,1,0.947091966676471,0.167512712269324,170,150,13,6,1.67441422185393,4.28673987125439
1,49,1,5,2,1.36733431400057,0.166527028568122,150,80,0,14,1.42702505109795,4.28673987125439
1,49,1,5,4,0.914925407485611,0.175823368636197,170,150,11,5,1.73494138273141,4.28673987125439
1,50,2,5,1,0.827745734758507,0.165122451006721,170,150,13,6,1.38266169135756,3.26719991084216
1,50,2,5,2,1.19992636674653,0.134835995673622,150,80,0,14,2.14579527732201,3.26719991084216
1,50,2,5,3,1.15267679165212,0.141707253625618,150,100,0,15,1.9972684002871,3.26719991084216
1,50,2,5,4,0.962443127260752,0.097191747947765,170,150,11,5,2.89793667091083,3.26719991084216
1,50,2,5,5,0.480989751486277,0.103937653358331,113,90,8,4,1.89104143685097,3.26719991084216
1,51,3,5,1,0.804444313955037,0.168848059282822,170,150,13,6,1.00698738054925,4.12845843276072
1,51,3,5,3,1.4576649391873,0.181497297785161,150,100,0,15,1.11429631149578,4.12845843276072
1,51,3,5,4,1.01583421275587,0.0914870901279839,170,150,11,5,2.86160285103905,4.12845843276072
1,51,3,5,5,0.483543189276108,0.146760594125106,113,90,8,4,1.08056514755437,4.12845843276072
1,52,4,5,1,0.856348644733753,0.154738641809843,170,150,13,6,1.91683474415334,3.84044148243161
1,52,4,5,2,1.11496207549846,0.169286065898711,150,80,0,14,1.14042348932045,3.84044148243161
1,52,4,5,3,1.08141680441792,0.144297897135198,150,100,0,15,1.10002565272594,3.84044148243161
1,52,4,5,4,0.945587224727575,0.103181600417496,170,150,11,5,2.65173765482625,3.84044148243161
1,52,4,5,5,0.480000189978751,0.132824069827597,113,90,8,4,1.05834218334372,3.84044148243161
1,53,5,5,1,0.753389397219786,0.191613484703032,170,150,13,6,1.0394932515259,2.88178708899634
1,53,5,5,2,1.20299620489299,0.177128947615216,150,80,0,14,1.12043964331032,2.88178708899634
1,53,5,5,3,1.22067046057854,0.102724455747519,150,100,0,15,3.39394553040998,2.88178708899634
1,53,5,5,4,0.834593433124536,0.16677464785943,170,150,11,5,1.50301010438276,2.88178708899634
1,53,5,5,5,0.449956517774505,0.104014362942706,113,90,8,4,1.03313678624573,2.88178708899634
1,54,6,5,1,1.06940022656291,0.219846628167537,170,150,13,6,1.33460287479374,3.10272824890329
1,54,6,5,2,1.0764199589615,0.182480859696174,150,80,0,14,1.38329184636309,3.10272824890329
1,54,6,5,3,1.12151267565608,0.135680455971878,150,100,0,15,2.62187275761845,3.10272824890329
1,55,7,5,1,0.81850901224206,0.154268309585447,170,150,13,6,2.01913651350217,4.08873371265362
1,55,7,5,2,1.08760325902713,0.139185055136142,150,80,0,14,1.20587040475763,4.08873371265362
1,55,7,5,3,1.08725508298311,0.153208227256508,150,100,0,15,1.24686862429598,4.08873371265362
1,55,7,5,4,0.918207219640931,0.101399646655761,170,150,11,5,1.64273118726024,4.08873371265362
1,55,7,5,5,0.484975964250644,0.119387061494434,113,90,8,4,1.30605363498665,4.08873371265362
1,56,8,5,1,0.793446703198956,0.171851444670552,170,150,13,6,1.49578636922803,3.79113507552382
1,56,8,5,2,1.18604940265477,0.163024353903112,150,80,0,14,1.94815037933172,3.79113507552382
1,56,8,5,3,1.08228171433887,0.131256699956213,150,100,0,15,1.21661560409748,3.79113507552382
1,56,8,5,4,0.824687475691112,0.134477198534729,170,150,11,5,1.60005707871551,3.79113507552382
1,56,8,5,5,0.511996695681397,0.137783959676819,113,90,8,4,1.76354071252568,3.79113507552382
1,57,9,5,1,0.929141861906021,0.203799729093926,170,150,13,6,1.01890634327961,4.10918018234287
1,57,9,5,2,1.08449580733142,0.132692225841657,150,80,0,14,1.29762407097478,4.10918018234287
1,57,9,5,3,1.09410092479722,0.186364909225254,150,100,0,15,1.03719694836024,4.10918018234287
1,57,9,5,4,0.912072713168047,0.14361630427072,170,150,11,5,1.65870760165248,4.10918018234287
1,58,10,5,1,1.15064383892167,0.221832093589608,170,150,13,6,1.55077722043003,3.88561728319433
1,58,10,5,2,1.13062743039149,0.181595218383982,150,80,0,14,1.11842511608587,3.88561728319433
1,58,10,5,3,1.02735836614839,0.153121920388957,150,100,0,15,1.09251793384929,3.88561728319433
1,59,11,5,1,0.868838991381839,0.211209628911457,170,150,13,6,0.936857785222405,2.93790777715663
1,59,11,5,3,1.38450414732478,0.178610206905149,150,100,0,15,1.24898077846352,2.93790777715663
1,59,11,5,4,0.89765597630881,0.182950000449157,170,150,11,5,2.00526837468244,2.93790777715663
1,60,12,5,1,0.74802061180266,0.162560542281526,170,150,13,6,1.16416519542687,2.83294907665041
1,60,12,5,2,1.16872619257335,0.17779728700603,150,80,0,14,1.66188226741185,2.83294907665041
1,60,12,5,3,1.00689853242165,0.114734973734439,150,100,0,15,1.39297975234693,2.83294907665041
1,60,12,5,4,0.855961062127758,0.0999660627159669,170,150,11,5,2.61780982947273,2.83294907665041
1,60,12,5,5,0.465125421439366,0.123172825690319,113,90,8,4,1.40406350532235,2.83294907665041
1,61,1,6,1,1.1332339499179,0.109909953076463,170,150,13,6,4.24390053327295,4.28673987125439
1,61,1,6,2,1.36631584012918,0.179506875287687,150,80,0,14,1.24179917070513,4.28673987125439
1,61,1,6,5,0.609121619514104,0.191375736976195,113,90,8,4,2.06556878011016,4.28673987125439
1,62,2,6,1,0.820100952006239,0.144021668725468,170,150,13,6,1.63329958622992,3.26719991084216
1,62,2,6,2,1.09534338691476,0.153370840128795,150,80,0,14,1.15484618767778,3.26719991084216
1,62,2,6,3,1.09656803966393,0.143872583302087,150,100,0,15,1.25822911213923,3.26719991084216
1,62,2,6,4,0.85500766120467,0.112606035994194,170,150,11,5,1.4984260131351,3.26719991084216
1,62,2,6,5,0.513487448520598,0.13015311169849,113,90,8,4,2.2023301109854,3.26719991084216
1,63,3,6,1,0.808938326256696,0.134864526382213,170,150,13,6,1.64670217133481,4.12845843276072
1,63,3,6,2,1.20648910890157,0.131843051479811,150,80,0,14,2.22221730516103,4.12845843276072
1,63,3,6,3,1.08194034238494,0.151640274255954,150,100,0,15,1.14727181843779,4.12845843276072
1,63,3,6,4,1.12467634279895,0.0568719111088756,170,150,11,5,3.50840327716942,4.12845843276072
1,63,3,6,5,0.518576670301741,0.153867609284478,113,90,8,4,1.26623163820338,4.12845843276072
1,64,4,6,2,1.17147296312386,0.150721868608236,150,80,0,14,1.40582375320425,3.84044148243161
1,64,4,6,3,1.08645261476405,0.161638615808259,150,100,0,15,1.34097230998339,3.84044148243161
1,64,4,6,4,1.01055613665709,0.22442046726796,170,150,11,5,1.20983113637294,3.84044148243161
1,65,5,6,1,1.02538633192171,0.213103751338746,170,150,13,6,1.21463182548718,2.88178708899634
1,65,5,6,2,1.08451381083814,0.162474941546813,150,80,0,14,1.71235760288708,2.88178708899634
1,65,5,6,3,1.07000391618845,0.167100626085064,150,100,0,15,1.03850966516182,2.88178708899634
1,66,6,6,1,0.811514192313954,0.201520532380145,170,150,13,6,0.880253253231149,3.10272824890329
1,66,6,6,4,0.863729532103053,0.119479729074269,170,150,11,5,1.84809284279846,3.10272824890329
1,66,6,6,5,0.508960838649029,0.128513231595496,113,90,8,4,2.36141143718764,3.10272824890329
1,67,7,6,1,0.924159106588116,0.115854326180629,170,150,13,6,3.03437644959491,4.08873371265362
1,67,7,6,2,1.49163859313487,0.162617403781237,150,80,0,14,1.86967343235929,4.08873371265362
1,67,7,6,4,0.897530989479193,0.107302963256079,170,150,11,5,1.96061680377989,4.08873371265362
1,67,7,6,5,0.500342034756822,0.152489351428684,113,90,8,4,0.899382835653313,4.08873371265362
1,68,8,6,1,0.848945416124994,0.237414043610592,170,150,13,6,1.03144595688978,3.79113507552382
1,68,8,6,2,1.09969172001458,0.16363226415267,150,80,0,14,1.1368645131812,3.79113507552382
1,68,8,6,3,1.18921444809108,0.136101568407342,150,100,0,15,2.38479184082296,3.79113507552382
1,68,8,6,4,0.927182170423674,0.0808755463636001,170,150,11,5,2.07081486339618,3.79113507552382
1,68,8,6,5,0.473425043423798,0.106749777576496,113,90,8,4,1.0046274820222,3.79113507552382
1,69,9,6,1,0.834141014429372,0.153297359104587,170,150,13,6,1.36029336538321,4.10918018234287
1,69,9,6,3,1.39952668011882,0.155849412455101,150,100,0,15,1.53191934560508,4.10918018234287
1,69,9,6,5,0.535506716037461,0.172054562890195,113,90,8,4,1.34009932768912,4.10918018234287
1,70,10,6,2,1.17869431655322,0.137948199334381,150,80,0,14,1.75338524292106,3.88561728319433
1,70,10,6,3,1.13248508023271,0.152540339132784,150,100,0,15,1.19249653511442,3.88561728319433
1,70,10,6,4,0.954995497833829,0.144789718878208,170,150,11,5,1.99032814920664,3.88561728319433
1,70,10,6,5,0.618829945703287,0.174080048924256,113,90,8,4,2.10489263265011,3.88561728319433
1,71,11,6,1,0.821095283496027,0.204380311863782,170,150,13,6,1.08499504949284,2.93790777715663
1,71,11,6,2,1.44340105951109,0.203944539354551,150,80,0,14,1.17665059736418,2.93790777715663
1,71,11,6,5,0.521835321201322,0.179806892465484,113,90,8,4,1.44939090948621,2.93790777715663
1,72,12,6,2,1.37281443655207,0.179935551557362,150,80,0,14,1.20187396347212,2.83294907665041
1,72,12,6,5,0.697408068509418,0.173956749471941,113,90,8,4,1.46966270605082,2.83294907665041
1,73,1,7,2,1.27350413432937,0.105945194874315,150,80,0,14,2.52761422876217,4.28673987125439
1,73,1,7,3,1.16680250622461,0.164346292746701,150,100,0,15,1.2209411477737,4.28673987125439
1,73,1,7,4,0.951574419520507,0.121845903123446,170,150,11,5,1.65468982444664,4.28673987125439
1,73,1,7,5,0.613933501762984,0.19641431937062,113,90,8,4,1.2466133246147,4.28673987125439
1,74,2,7,1,0.884664904206811,0.183638690808995,170,150,13,6,1.67174572570199,3.26719991084216
1,74,2,7,3,1.47884158065691,0.144193357567172,150,100,0,15,2.66243246936641,3.26719991084216
1,74,2,7,4,0.852778870282043,0.16153841039701,170,150,11,5,1.41189662759089,3.26719991084216
1,75,3,7,1,0.803169320913722,0.144236139219402,170,150,13,6,1.44482767408966,4.12845843276072
1,75,3,7,2,1.49578332819377,0.14406521098826,150,80,0,14,1.83456068479358,4.12845843276072
